Algorithm,Train Accuracy,Train Precision,Train Recall,Train F1 Score,Test Accuracy,Test Precision,Test Recall,Test F1 Score,Val. Accuracy,Val. Precision,Val. Recall,Val. F1 Score,AUC,Bal. Strategy,SMOTE Instances,Scale,Features,Folds,Model
KNeighborsClassifier,0.8776,0.8806,0.8776,0.878,0.8889,0.8898,0.8889,0.8891,0.8833,0.8934,0.8833,0.8839,0.968,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.9201,0.9214,0.9201,0.9199,0.8854,0.8866,0.8854,0.8845,0.8833,0.8939,0.8833,0.8836,0.9845,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8863,0.8874,0.8863,0.8861,0.8924,0.8937,0.8924,0.8927,0.8667,0.8729,0.8667,0.8671,0.9146,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8742,0.8782,0.8742,0.8742,0.8819,0.8813,0.8819,0.8814,0.8667,0.8722,0.8667,0.8667,0.9066,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.9019,0.9077,0.9019,0.9026,0.9201,0.9197,0.9201,0.9199,0.8667,0.8673,0.8667,0.8666,0.9782,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8949,0.9003,0.8949,0.8954,0.9028,0.9122,0.9028,0.9036,0.8667,0.8673,0.8667,0.8666,0.9789,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9106,0.9127,0.9106,0.9105,0.8924,0.8923,0.8924,0.8923,0.85,0.85,0.85,0.85,0.9799,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8698,0.8735,0.8698,0.8698,0.8785,0.8785,0.8785,0.8785,0.85,0.8497,0.85,0.8495,0.9024,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8663,0.8719,0.8663,0.8671,0.9271,0.9283,0.9271,0.9273,0.85,0.8526,0.85,0.8468,0.9593,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.894,0.903,0.894,0.8946,0.9236,0.9262,0.9236,0.924,0.8333,0.8348,0.8333,0.8337,0.9738,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8784,0.8875,0.8784,0.8788,0.8681,0.8701,0.8681,0.8676,0.8333,0.8478,0.8333,0.8315,0.9644,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.7848,0.7939,0.7848,0.7854,0.7743,0.7749,0.7743,0.7742,0.8167,0.8239,0.8167,0.8189,0.9384,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8507,0.8555,0.8507,0.8513,0.8646,0.8691,0.8646,0.8659,0.8167,0.822,0.8167,0.8148,0.9551,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.9097,0.9119,0.9097,0.9097,0.9375,0.9377,0.9375,0.9375,0.8,0.8068,0.8,0.7989,0.9805,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.8993,0.9055,0.8993,0.9003,0.9062,0.9094,0.9062,0.907,0.8,0.8018,0.8,0.7986,0.9807,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8151,0.8188,0.8151,0.8159,0.8021,0.811,0.8021,0.8031,0.8,0.799,0.8,0.7985,0.9231,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,KNeighborsClassifier()
DecisionTreeClassifier,0.8429,0.8482,0.8429,0.8423,0.816,0.818,0.816,0.8162,0.8,0.8171,0.8,0.7975,0.9557,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8203,0.8242,0.8203,0.8199,0.7951,0.7967,0.7951,0.7957,0.8,0.8011,0.8,0.7963,0.9398,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,RandomForestClassifier()
KNeighborsClassifier,0.8759,0.8857,0.8759,0.8757,0.9062,0.9074,0.9062,0.906,0.7833,0.7905,0.7833,0.7844,0.9653,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8081,0.8228,0.8081,0.8089,0.809,0.8217,0.809,0.8086,0.7833,0.7905,0.7833,0.7838,0.9322,smote,500,StandardScaler,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
KNeighborsClassifier,0.8021,0.8093,0.8021,0.8028,0.8646,0.8648,0.8646,0.8647,0.7833,0.7833,0.7833,0.7833,0.9186,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.829,0.8336,0.829,0.8274,0.8715,0.8723,0.8715,0.8716,0.7833,0.8032,0.7833,0.7823,0.9537,smote,500,no_scaled,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
DecisionTreeClassifier,0.8411,0.8451,0.8411,0.8406,0.8125,0.8175,0.8125,0.8112,0.7833,0.7948,0.7833,0.7816,0.9563,smote,500,no_scaled,"['storyPoints', 'polarity', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.8272,0.834,0.8272,0.8275,0.8194,0.8248,0.8194,0.8207,0.7833,0.7875,0.7833,0.7801,0.9529,smote,500,StandardScaler,"['storyPoints', 'polarity', 'N']",10,DecisionTreeClassifier()
DecisionTreeClassifier,0.7986,0.8031,0.7986,0.798,0.7743,0.7771,0.7743,0.7752,0.7833,0.7857,0.7833,0.78,0.8481,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8125,0.8275,0.8125,0.8121,0.8194,0.826,0.8194,0.8192,0.7667,0.7679,0.7667,0.767,0.9426,smote,500,StandardScaler,"['storyPoints', 'polarity', 'N']",10,MLPClassifier()
RandomForestClassifier,0.8316,0.8357,0.8316,0.831,0.8368,0.8373,0.8368,0.8368,0.7667,0.779,0.7667,0.7654,0.9555,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
MLPClassifier,0.7465,0.7827,0.7465,0.7448,0.7847,0.8221,0.7847,0.7855,0.7667,0.7827,0.7667,0.7627,0.9072,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,MLPClassifier()
SVC,0.763,0.8074,0.763,0.7635,0.7292,0.7866,0.7292,0.731,0.75,0.817,0.75,0.7534,0.8887,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,SVC(probability=True)
SVC,0.7865,0.8157,0.7865,0.7858,0.7535,0.7895,0.7535,0.751,0.75,0.7667,0.75,0.7532,0.8594,smote,500,StandardScaler,"['storyPoints', 'polarity', 'N']",10,SVC(probability=True)
MLPClassifier,0.7361,0.7681,0.7361,0.7382,0.7847,0.7924,0.7847,0.7864,0.75,0.7602,0.75,0.7527,0.8976,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,MLPClassifier()
MLPClassifier,0.8411,0.8818,0.8411,0.8427,0.8542,0.897,0.8542,0.855,0.75,0.7909,0.75,0.7521,0.9515,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
MLPClassifier,0.8619,0.8751,0.8619,0.8624,0.8403,0.8509,0.8403,0.8426,0.75,0.7604,0.75,0.7497,0.9746,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
KNeighborsClassifier,0.8047,0.8177,0.8047,0.8046,0.8472,0.8477,0.8472,0.8468,0.75,0.7488,0.75,0.7491,0.9239,smote,500,no_scaled,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
RandomForestClassifier,0.8463,0.8492,0.8463,0.846,0.8229,0.8246,0.8229,0.8231,0.75,0.7542,0.75,0.7465,0.9593,smote,500,StandardScaler,"['storyPoints', 'polarity', 'N']",10,RandomForestClassifier()
MLPClassifier,0.7005,0.7305,0.7005,0.7062,0.7674,0.7809,0.7674,0.7707,0.7333,0.7458,0.7333,0.7375,0.8703,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,MLPClassifier()
SVC,0.7326,0.7738,0.7326,0.7377,0.7535,0.7877,0.7535,0.7582,0.7333,0.7458,0.7333,0.7375,0.8635,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,SVC(probability=True)
KNeighborsClassifier,0.8775,0.89,0.8775,0.8766,0.9271,0.9289,0.9271,0.9272,0.7333,0.7328,0.7333,0.7328,0.9677,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,KNeighborsClassifier()
SVC,0.8525,0.8964,0.8525,0.8542,0.8194,0.8796,0.8194,0.821,0.7333,0.7671,0.7333,0.7324,0.9263,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,SVC(probability=True)
DecisionTreeClassifier,0.7891,0.7914,0.7891,0.7889,0.7986,0.7967,0.7986,0.796,0.7333,0.7337,0.7333,0.7314,0.8414,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,DecisionTreeClassifier()
KNeighborsClassifier,0.8072,0.8122,0.8072,0.8074,0.8056,0.8108,0.8056,0.8066,0.7333,0.7494,0.7333,0.7275,0.9219,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,KNeighborsClassifier()
LogisticRegression,0.7717,0.7948,0.7717,0.7764,0.7743,0.8046,0.7743,0.7804,0.7167,0.7429,0.7167,0.7199,0.886,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
DecisionTreeClassifier,0.9054,0.9124,0.9054,0.9055,0.8958,0.8977,0.8958,0.8962,0.7167,0.7167,0.7167,0.7167,0.9785,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,DecisionTreeClassifier()
RandomForestClassifier,0.8082,0.812,0.8082,0.808,0.8438,0.8429,0.8438,0.8431,0.7167,0.7162,0.7167,0.7161,0.9314,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,RandomForestClassifier()
RandomForestClassifier,0.9071,0.9125,0.9071,0.9079,0.9028,0.9096,0.9028,0.9037,0.7167,0.715,0.7167,0.7146,0.9835,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,RandomForestClassifier()
LogisticRegression,0.8133,0.8445,0.8133,0.8141,0.8299,0.8592,0.8299,0.8336,0.7,0.7446,0.7,0.707,0.8791,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.8489,0.8934,0.8489,0.8507,0.8438,0.8868,0.8438,0.8461,0.7,0.7068,0.7,0.6999,0.8883,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,SVC(probability=True)
DecisionTreeClassifier,0.7812,0.7851,0.7812,0.7808,0.7708,0.7746,0.7708,0.7716,0.7,0.6976,0.7,0.6968,0.8359,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,DecisionTreeClassifier()
MLPClassifier,0.8507,0.8938,0.8507,0.851,0.8333,0.879,0.8333,0.8357,0.6833,0.7148,0.6833,0.6885,0.9501,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,MLPClassifier()
MLPClassifier,0.7318,0.7699,0.7318,0.7337,0.7674,0.7914,0.7674,0.7698,0.6833,0.7148,0.6833,0.6885,0.9026,smote,500,no_scaled,"['storyPoints', 'polarity', 'N']",10,MLPClassifier()
SVC,0.6858,0.7579,0.6858,0.6874,0.7188,0.7837,0.7188,0.7268,0.6833,0.795,0.6833,0.6837,0.8277,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,SVC(probability=True)
MLPClassifier,0.6866,0.707,0.6866,0.6886,0.6319,0.6578,0.6319,0.6377,0.6667,0.6788,0.6667,0.6703,0.868,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,MLPClassifier()
RandomForestClassifier,0.8125,0.8139,0.8125,0.8127,0.8056,0.8144,0.8056,0.8071,0.6667,0.6613,0.6667,0.6616,0.9339,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,RandomForestClassifier()
SVC,0.671,0.7373,0.671,0.6732,0.6597,0.7277,0.6597,0.6685,0.65,0.7024,0.65,0.6591,0.8133,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,SVC(probability=True)
KNeighborsClassifier,0.796,0.8088,0.796,0.7964,0.8542,0.8577,0.8542,0.8544,0.6667,0.671,0.6667,0.6572,0.9299,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,KNeighborsClassifier()
MLPClassifier,0.7396,0.7513,0.7396,0.7416,0.6354,0.6669,0.6354,0.6454,0.65,0.6679,0.65,0.6544,0.8988,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,MLPClassifier()
LogisticRegression,0.783,0.8104,0.783,0.7872,0.7674,0.7911,0.7674,0.774,0.65,0.6562,0.65,0.652,0.8792,smote,500,StandardScaler,"['storyPoints', 'polarity', 'stress', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
MLPClassifier,0.6658,0.706,0.6658,0.6689,0.6979,0.7191,0.6979,0.702,0.6333,0.6666,0.6333,0.6414,0.8337,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,MLPClassifier()
LogisticRegression,0.6432,0.6743,0.6432,0.6438,0.6389,0.6552,0.6389,0.6406,0.6333,0.6461,0.6333,0.6359,0.8249,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.698,0.7976,0.698,0.6869,0.7153,0.8001,0.7153,0.7062,0.6333,0.7028,0.6333,0.6313,0.8756,smote,500,no_scaled,"['storyPoints', 'polarity', 'stress', 'N']",10,SVC(probability=True)
LogisticRegression,0.6424,0.6494,0.6424,0.6409,0.6562,0.6569,0.6562,0.656,0.6167,0.6212,0.6167,0.6151,0.7748,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.7317,0.8001,0.7317,0.7303,0.6736,0.7721,0.6736,0.6686,0.6167,0.6708,0.6167,0.6062,0.8841,smote,500,MinMaxScaler,"['storyPoints', 'polarity', 'N']",10,SVC(probability=True)
LogisticRegression,0.6416,0.6735,0.6416,0.6412,0.6736,0.7271,0.6736,0.6782,0.6,0.6323,0.6,0.6031,0.8131,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6441,0.6827,0.6441,0.6431,0.684,0.7253,0.684,0.6893,0.6,0.6283,0.6,0.6026,0.8193,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6502,0.6838,0.6502,0.6519,0.6562,0.6806,0.6562,0.6584,0.6,0.617,0.6,0.6011,0.816,smote,500,MinMaxScaler,"['storyPoints', 'polarity_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6354,0.6535,0.6354,0.6401,0.6424,0.6494,0.6424,0.6445,0.5667,0.5953,0.5667,0.5703,0.776,smote,500,StandardScaler,"['storyPoints', 'polarity', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6476,0.6811,0.6476,0.6506,0.6354,0.6745,0.6354,0.6404,0.5667,0.5913,0.5667,0.5676,0.8119,smote,500,StandardScaler,"['storyPoints', 'polarity_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
LogisticRegression,0.6389,0.6711,0.6389,0.6421,0.6424,0.6774,0.6424,0.6461,0.55,0.5778,0.55,0.5556,0.8115,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.6214,0.7268,0.6214,0.6161,0.6597,0.7533,0.6597,0.6569,0.55,0.6331,0.55,0.5543,0.7997,smote,500,no_scaled,"['storyPoints', 'polarity', 'N']",10,SVC(probability=True)
LogisticRegression,0.6363,0.6499,0.6363,0.6389,0.5868,0.5959,0.5868,0.5891,0.5333,0.5451,0.5333,0.5361,0.7811,smote,500,no_scaled,"['storyPoints', 'polarity', 'N']",10,"LogisticRegression(max_iter=100000, multi_class='multinomial')"
SVC,0.6085,0.7344,0.6085,0.6036,0.5799,0.7262,0.5799,0.578,0.5333,0.6121,0.5333,0.5324,0.8029,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'stress_mean', 'N']",10,SVC(probability=True)
SVC,0.6155,0.7297,0.6155,0.6145,0.6007,0.7204,0.6007,0.5872,0.5333,0.6121,0.5333,0.5324,0.7864,smote,500,no_scaled,"['storyPoints', 'polarity_mean', 'N']",10,SVC(probability=True)
